Date,Last trade price,Max,Min,Avg Price,%chg.,Volume,TurnoverBEST_MKD,TotalTurnoverMKD
12/27/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/26/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/25/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/24/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/23/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/20/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/19/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/18/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/17/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/16/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/13/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/12/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/11/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/10/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/6/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/5/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/4/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/3/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
12/2/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/29/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/28/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/27/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/26/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/25/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/22/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/21/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/20/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/19/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/18/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/15/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/14/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/13/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/12/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/11/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/8/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/7/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/6/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
11/5/2024,"37,000.00",,,"37,000.00","0,00",0,"0,00","0,00"
