Date,Last trade price,Max,Min,Avg Price,%chg.,Volume,TurnoverBEST_MKD,TotalTurnoverMKD
11/8/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
11/7/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
11/6/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
11/5/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
11/4/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
11/1/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/31/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/30/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/29/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/28/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/25/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/24/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/22/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/21/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/18/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/17/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/16/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/15/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/14/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/10/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/9/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/8/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/7/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/4/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/3/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/2/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
10/1/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/30/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/27/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/26/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/25/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/24/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/23/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/20/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
9/19/2024,"12,000.00",,,"12,000.00","0,00",0,"0,00","0,00"
